stage,approach,data_format,accuracy,f1,training_time_s,trainable_params,total_params,device
datasets,SQuAD,fp32,1.0,1.0,1834.2987167835236,124647170,124647170,cuda
datasets,RTE,fp32,0.5270758122743683,0.0,51.67089366912842,124647170,124647170,cuda
datasets,CoLA,fp32,0.8293384467881112,0.8833551769331586,176.87803673744202,124647170,124647170,cuda
