stage,approach,data_format,accuracy,f1,training_time_s,trainable_params,total_params,device
adapters,lora,fp32,0.6838235294117647,0.8122270742358079,43.350550413131714,887042,125534212,cuda
adapters,lora,fp16,0.8823529411764706,0.9154929577464789,54.437554121017456,887042,125534212,cuda
adapters,prompt,fp32,0.6911764705882353,0.8157894736842105,29.532241821289062,599810,125246980,cuda
adapters,prompt,fp16,0.696078431372549,0.8176470588235294,34.18132662773132,599810,125246980,cuda
adapters,prefix,fp32,0.6838235294117647,0.8122270742358079,31.439372777938843,15364610,140011780,cuda
adapters,prefix,fp16,0.6838235294117647,0.8122270742358079,40.28283929824829,15364610,140011780,cuda
